   3.33008838      0.399281681       3.82100344      -1.61871512E-08
   3.39292026      0.297415704       4.57134342      -2.44950588E-10
   3.45575213      0.178612038       5.49915934      -2.90430280E-09
   3.51858401       3.87705527E-02   6.50256252       6.98551261E-09
   3.58141589     -0.126561359       7.39019871      -7.62755370E-09
   3.64424777     -0.321441323       7.85629988       3.75183618E-09
   3.70707941     -0.548341453       7.48379040      -9.95615856E-09
   3.76991129     -0.806529820       5.80328894       3.27461702E-09
   3.83274317      -1.09025955       2.42829370      -4.43007497E-09
   3.89557505      -1.38728464      -2.74506927       1.11836158E-08
   3.95840693      -1.67846966      -9.33921528      -1.10486653E-09
   4.02123880      -1.93923700      -16.4106979       1.45377183E-10
   4.08407068      -2.14314723      -22.5885086      -3.00757375E-09
   4.14690256      -2.26708484      -26.4531536       5.33160804E-09
   4.20973444      -2.29660392      -27.0299053      -4.12132384E-10
   4.27256632      -2.22959566      -24.1658268       6.15622753E-09
   4.33539820      -2.07685900      -18.5912876      -3.47612739E-09
   4.39823008      -1.85936284      -11.6320734       1.04526909E-09
   4.46106195      -1.60324919      -4.72749615      -1.49356283E-09
   4.52389383      -1.33440268       1.00784969       9.42093514E-10
   4.58672571      -1.07422614       5.00736427       1.50099289E-09
   4.64955759     -0.837476790       7.23287106      -1.95781680E-09
   4.71238899     -0.632118464       7.99999952      -2.24806440E-09
   4.77522087     -0.460519731       7.76855230       4.47550441E-09
   4.83805275     -0.321237504       6.98209953      -7.63660024E-10
   4.90088463     -0.210730001       5.98487282       2.09516982E-09
   4.96371651     -0.124696814       5.00312901      -2.04762984E-10
   5.02654839      -5.89619651E-02   4.16359758       1.35888167E-09
   5.08938026      -9.96934995E-03   3.52471471       1.24028687E-09
   5.15221214       2.49919295E-02   3.10608602       3.89804466E-10
   5.21504402       4.77118865E-02   2.91025543       5.47079448E-09
   5.27787590       5.90544939E-02   2.93594313       8.61143601E-10
   5.34070778       5.89629449E-02   3.18370771      -2.46473264E-09
   5.40353966       4.64573540E-02   3.65484929       4.54284033E-09
   5.46637154       1.96303278E-02   4.34335947       3.47719409E-09
   5.52920341      -2.43346822E-02   5.21993542       0.00000000    
   5.59203529      -8.90478641E-02   6.20739222       7.35496608E-10
   5.65486717     -0.178613469       7.14961720       2.64778777E-09
   5.71769905     -0.297019571       7.78248215       1.29514111E-09
   5.78053093     -0.447106868       7.72468758       9.08006503E-10
   5.84336281     -0.629086673       6.51508999       1.34852141E-09
   5.90619469     -0.838755250       3.72166657      -6.77969103E-09
   5.96902657      -1.06583273     -0.875891447       3.10306170E-10
   6.03185844      -1.29312360      -7.07617712      -3.03195002E-09
   6.09468985      -1.49728823      -14.1195250       4.96291785E-10
   6.15752172      -1.65174162      -20.7441540      -3.10802739E-09
   6.22035360      -1.73141944      -25.4912014      -3.33652550E-10
